dia,mes,logradouro,cidade,uf
30,10,Rua Trinta de Outubro,Itaquaquecetuba,SP
30,10,Rua Trinta de Outubro,São Paulo,SP
30,10,Vila Trinta de Outubro,São Paulo,SP
31,10,Rua Trinta e Um de Outubro,Fortaleza,CE
31,10,Rua 31 de Outubro,Penaforte,CE
31,10,Rua Trinta e Um de Outubro,Cariacica,ES
31,10,Rua 31 de Outubro,Ipameri,GO
31,10,Alameda Trinta e Um de Outubro,Timóteo,MG
31,10,Rua Trinta e Um de Outubro,Cabo de Santo Agostinho,PE
31,10,Rua 31 de Outubro,Nova Santa Rosa,PR
31,10,Rua Trinta e Um de Outubro,Rio de Janeiro,RJ
31,10,Rua 31 de Outubro,Arroio do Padre,RS
31,10,Rua Trinta e Um de Outubro,Cachoeirinha,RS
31,10,Rua 31 de Outubro,Estrela,RS
31,10,Rua 31 de Outubro,Horizontina,RS
31,10,Rua 31 de Outubro,Roca Sales,RS
31,10,Rua 31 de Outubro,Rolante,RS
31,10,Rua Trinta e Um de Outubro,Santa Cruz do Sul,RS
31,10,Rua 31 de Outubro,Agrolândia,SC
31,10,Rua Trinta e Um de Outubro,Joinville,SC
31,10,Rua 31 de Outubro,São José,SC
31,10,Rua Trinta e Um de Outubro,Piracicaba,SP
31,10,Rua Trinta e Um de Outubro,São Paulo,SP
1,11,Rua Primeiro de Novembro,Bom Jesus da Lapa,BA
1,11,Rua Primeiro de Novembro,Feira de Santana,BA
1,11,Travessa Primeiro de Novembro,Feira de Santana,BA
1,11,1ª Travessa Primeiro de Novembro,Salvador,BA
1,11,2ª Travessa Primeiro de Novembro,Salvador,BA
1,11,Rua 1º de Novembro,Salvador,BA
1,11,Rua Primeiro de Novembro,Salvador,BA
1,11,Travessa 1º de Novembro,Salvador,BA
1,11,Travessa Primeiro de Novembro,Salvador,BA
1,11,Rua Primeiro de Novembro,Goiânia,GO
1,11,Rua Primeiro de Novembro,Sucupira do Norte,MA
1,11,Rua Primeiro de Novembro,São Luís,MA
1,11,Beco Primeiro de Novembro,Belo Horizonte,MG
1,11,Rua Primeiro de Novembro,Timóteo,MG
1,11,Alameda Primeiro de Novembro,Ananindeua,PA
1,11,Rua Primeiro de Novembro,Ananindeua,PA
1,11,Rua Primeiro de Novembro,Barcarena,PA
1,11,Travessa Primeiro de Novembro,Castanhal,PA
1,11,Rua 1 de Novembro,Tomé-Açu,PA
1,11,Rua Um de Novembro,Ulianópolis,PA
1,11,Rua Primeiro de Novembro,Maraial,PE
1,11,Rua Primeiro de Novembro,Teresina,PI
1,11,Rua Primeiro de Novembro,Sengés,PR
1,11,Rua Primeiro de Novembro,Maricá,RJ
1,11,Avenida Primeiro de Novembro,São João de Meriti,RJ
1,11,Rua 1 de Novembro,Salvador das Missões,RS
1,11,Rua Primeiro de Novembro,Santa Terezinha,SC
1,11,Passagem Um de Novembro,Diadema,SP
1,11,Travessa Primeiro de Novembro,Itatiba,SP
1,11,Rua Primeiro de Novembro,Mogi Mirim,SP
1,11,Rua Primeiro de Novembro,Taciba,SP
2,11,Rua Dois de Novembro,Brasiléia,AC
2,11,Rua Dois de Novembro,Coari,AM
2,11,Rua 2 de Novembro,Itacoatiara,AM
2,11,Rua 2 de Novembro,Rio Preto da Eva,AM
2,11,Rua Dois de Novembro,Jacobina,BA
2,11,Rua Dois de Novembro,Remanso,BA
2,11,Rua Dois de Novembro,Salvador,BA
2,11,Travessa Dois de Novembro,Salvador,BA
2,11,Tv. Dois de Novembro,Aracati,CE
2,11,Rua 2 de Novembro,Granja,CE
2,11,Rua Dois de Novembro,Granja,CE
2,11,Rua 2 de Novembro,Cariacica,ES
2,11,Rua Dois de Novembro,Cariacica,ES
2,11,Rua Dois de Novembro,Linhares,ES
2,11,Alameda Dois de Novembro,Aparecida de Goiânia,GO
2,11,Rua 2 de Novembro,Paraúna,GO
2,11,Travessa Dois de Novembro,Sucupira do Norte,MA
2,11,Rua Dois de Novembro,Araxá,MG
2,11,Rua 2 de Novembro,Boa Esperança,MG
2,11,Alameda Dois de Novembro,Conselheiro Lafaiete,MG
2,11,Alameda 2 de Novembro,Cristiano Otoni,MG
2,11,Rua Dois de Novembro,Ibirité,MG
2,11,RUA 2 DE NOVEMBRO,Ilicínea,MG
2,11,Rua 02 de Novembro,Mato Verde,MG
2,11,Rua Dois de Novembro,Passos,MG
2,11,Rua 2 de Novembro,Pompéu,MG
2,11,Rua Dois de Novembro,Timóteo,MG
2,11,Travessa Dois de Novembro,Ananindeua,PA
2,11,Travessa Dois de Novembro,Baião,PA
2,11,Travessa Dois de Novembro,Castanhal,PA
2,11,Rua Dois de Novembro,São Geraldo do Araguaia,PA
2,11,Praça Dois de Novembro,João Pessoa,PB
2,11,Rua Dois de Novembro,João Pessoa,PB
2,11,Rua Dois de Novembro,São Miguel de Taipu,PB
2,11,Rua Dois de Novembro,Cabo de Santo Agostinho,PE
2,11,Rua Dois de Novembro,Caruaru,PE
2,11,Beco Dois de Novembro,Recife,PE
2,11,Rua Dois de Novembro,Recife,PE
2,11,Rua Dois de Novembro,Amarante,PI
2,11,Rua Dois de Novembro,Barra D'Alcântara,PI
2,11,Rua Dois de Novembro,Angra dos Reis,RJ
2,11,Alameda Dois de Novembro,Duque de Caxias,RJ
2,11,Rua Dois de Novembro,Pinheiral,RJ
2,11,Rua 2 de Novembro,São Fidélis,RJ
2,11,Travessa Dois de Novembro,Natal,RN
2,11,Rua Dois de Novembro,Gravataí,RS
2,11,Rua Dois de Novembro,Rio Grande,RS
2,11,Avenida Dois de Novembro,Santa Bárbara do Sul,RS
2,11,Rua 2 de Novembro,Santa Clara do Sul,RS
2,11,Avenida Dois de Novembro,Santa Maria,RS
2,11,Rua 2 de Novembro,Santiago,RS
2,11,Rua Dois de Novembro,Sapucaia do Sul,RS
2,11,Rua Dois de Novembro,Viamão,RS
2,11,Rua 2 de Novembro,Agrolândia,SC
2,11,Rua 2 de Novembro,Gaspar,SC
2,11,Rua 2 de Novembro,Indaial,SC
2,11,Rua Dois de Novembro,Boracéia,SP
2,11,Rua Dois de Novembro,Jacareí,SP
2,11,Rua Dois de Novembro,Lorena,SP
2,11,Praça Dois de Novembro,Mococa,SP
2,11,Rua Dois de Novembro,Osasco,SP
2,11,Rua Dois de Novembro,São Paulo,SP
3,11,Avenida 3 de Novembro,Salvador,BA
3,11,Rua Três de Novembro,Salvador,BA
3,11,Travessa Três de Novembro,Salvador,BA
3,11,Vila Três de Novembro,Salvador,BA
3,11,Rua Três de Novembro,Santana do Acaraú,CE
3,11,Rua Três de Novembro,Betim,MG
3,11,Rua Três de Novembro,Timóteo,MG
3,11,Passagem Três de Novembro,Belém,PA
3,11,Rua Três de Novembro,Novo Progresso,PA
3,11,Travessa Três de Novembro,Santarém,PA
3,11,Rua Três de Novembro,Gravataí,RS
3,11,Rua 3 de Novembro,Santa Rosa,RS
4,11,Vila Quatro de Novembro,Fortaleza,CE
4,11,Rua 4 de Novembro,Goiânia,GO
4,11,Rua Quatro de Novembro,Goiânia,GO
4,11,Rua 4 de Novembro,Ipiranga de Goiás,GO
4,11,Rua Quatro de Novembro,São Miguel de Taipu,PB
4,11,Rua Quatro de Novembro,Arcoverde,PE
4,11,Rua Quatro de Novembro,Campina da Lagoa,PR
4,11,Rua 4 de Novembro,Progresso,RS
4,11,Rua Quatro de Novembro,Campo Limpo Paulista,SP
4,11,Rua Quatro de Novembro,Lorena,SP
4,11,Rua Quatro de Novembro,Lagoa da Confusão,TO
4,11,Rua Quatro de Novembro,Ponte Alta do Bom Jesus,TO
5,11,Avenida Cinco de Novembro,Cruzeiro do Sul,AC
5,11,Rua 5 de Novembro,Marechal Thaumaturgo,AC
5,11,Rua 5 de Novembro,Alagoinhas,BA
5,11,Rua 5 de Novembro,Eunápolis,BA
5,11,Rua 5 de Novembro,Mucugê,BA
5,11,1ª Travessa 5 de Novembro,Salvador,BA
5,11,2ª Travessa Cinco de Novembro,Salvador,BA
5,11,Avenida 5 de Novembro,Salvador,BA
5,11,Rua 5 de Novembro,Salvador,BA
5,11,Rua Cinco de Novembro,Salvador,BA
5,11,Travessa Cinco de Novembro,Salvador,BA
5,11,Rua 5 de Novembro,Anápolis,GO
5,11,Rua 5 de Novembro,Niquelândia,GO
5,11,Rua Cinco de Novembro,São Luís,MA
5,11,Rua Cinco de Novembro,Centralina,MG
5,11,Praça Cinco de Novembro,Manhuaçu,MG
5,11,Passagem Cinco de Novembro,Capanema,PA
5,11,Rua 5 de Novembro,Bom Jesus,PB
5,11,Rua Cinco de Novembro,Santana de Mangueira,PB
5,11,Rua Cinco de Novembro,Recife,PE
5,11,Rua Cinco de Novembro,Teresina,PI
5,11,Rua Cinco de Novembro,Dois Vizinhos,PR
5,11,Avenida Cinco de Novembro,Porto Alegre,RS
5,11,Rua 5 de Novembro,Indaial,SC
5,11,Rua Cinco de Novembro,Luiz Alves,SC
5,11,Rua Cinco de Novembro,São José,SC
5,11,Rua Cinco de Novembro,Bauru,SP
5,11,Rua 5 de Novembro,Guatapará,SP
5,11,Avenida 5 de Novembro,Itapetininga,SP
5,11,Rua Cinco de Novembro,Itaquaquecetuba,SP
6,11,Rua 6 de Novembro,Aparecida de Goiânia,GO
6,11,Rua Seis de Novembro,Limeira do Oeste,MG
6,11,Rua Seis de Novembro,Poços de Caldas,MG
6,11,Travessa Seis de Novembro,Altamira,PA
6,11,Rua Seis de Novembro,Itaguaí,RJ
6,11,Rua 6 de Novembro,Itaperuna,RJ
6,11,Rua 6 de Novembro,Capitão,RS
6,11,Rua 06 de Novembro,Piratini,RS
6,11,Rua Seis de Novembro,Porto Alegre,RS
6,11,Rua Seis de Novembro,Antônio Carlos,SC
6,11,Rua 6 de Novembro,São Joaquim,SC
6,11,Rua Seis de Novembro,Irapuru,SP
6,11,Rua Seis de Novembro,São Paulo,SP
7,11,Rua 7 de Novembro,Rio do Pires,BA
7,11,Praça Sete de Novembro,Simões Filho,BA
7,11,Travessa Sete de Novembro,Fortaleza,CE
7,11,Avenida 7 de Novembro,Bom Jesus de Goiás,GO
7,11,Rua Sete de Novembro,Belém,PA
7,11,Rua Sete de Novembro,Bayeux,PB
7,11,Rua 7 de Novembro,Itabaiana,PB
7,11,Rua 7 de Novembro,Blumenau,SC
7,11,Rua Sete de Novembro,Campinas,SP
7,11,Rua Sete de Novembro,São Paulo,SP
8,11,Rua 8 de Novembro,Manaus,AM
8,11,1ª Travessa 8 de Novembro,Salvador,BA
8,11,2ª Travessa 8 de Novembro,Salvador,BA
8,11,3ª Travessa 8 de Novembro,Salvador,BA
8,11,Avenida Oito de Novembro,Salvador,BA
8,11,Rua Oito de Novembro,Salvador,BA
8,11,Travessa Oito de Novembro,Salvador,BA
8,11,Avenida Oito de novembro,Jaguaribe,CE
8,11,Rua Oito de Novembro,Ipatinga,MG
8,11,Rua Oito de Novembro,Timóteo,MG
8,11,Rua Oito de Novembro,Magé,RJ
8,11,Rua Oito de Novembro,Nova Iguaçu,RJ
8,11,Rua 8 de Novembro,Parelhas,RN
8,11,Rua Oito de Novembro,Brusque,SC
8,11,Rua 8 de Novembro,Ibirama,SC
8,11,Rua 8 de Novembro,Indaial,SC
8,11,Rua Oito de Novembro,São Paulo,SP
9,11,Travessa 9 de Novembro,Manaus,AM
9,11,Avenida Nove de Novembro,Macapá,AP
9,11,1ª Travessa 9 de Novembro,Salvador,BA
9,11,2ª Travessa 9 de Novembro,Salvador,BA
9,11,Rua 9 de Novembro,Salvador,BA
9,11,Praça Nove de Novembro,Vitória da Conquista,BA
9,11,Rua Nove de Novembro,Iguatu,CE
9,11,Rua Nove de Novembro,Caxias,MA
9,11,Rua Nove de Novembro,São Luís,MA
9,11,Rua Nove de Novembro,Aral Moreira,MS
9,11,Rua Nove de Novembro,Castanhal,PA
9,11,Rua Nove de Novembro,Bayeux,PB
9,11,Rua Nove de Novembro,Landri Sales,PI
9,11,Rua Nove de Novembro,Novo Oriente do Piauí,PI
9,11,Rua Nove de Novembro,Porto Amazonas,PR
9,11,Servidão Nove de Novembro,Volta Redonda,RJ
9,11,Rua Nove de Novembro,Goianinha,RN
9,11,Rua Nove de Novembro,Dom Feliciano,RS
9,11,Travessa Nove de Novembro,Santo Ângelo,RS
9,11,Rua 9 de Novembro,Sete de Setembro,RS
9,11,Rua Nove de Novembro,Limeira,SP
9,11,Avenida Nove de Novembro,São José dos Campos,SP
9,11,Rua Nove de Novembro,São Paulo,SP
10,11,Rua 10 de Novembro,Rio Branco,AC
10,11,Rua Dez de Novembro,Maceió,AL
10,11,Rua Dez de Novembro,Rio Largo,AL
10,11,Travessa Dez de Novembro,Alagoinhas,BA
10,11,Rua Dez de Novembro,Guanambi,BA
10,11,Rua 10 de Novembro,Lençóis,BA
10,11,1ª Travessa 10 de Novembro,Salvador,BA
10,11,2ª Travessa 10 de Novembro,Salvador,BA
10,11,Avenida 10 de Novembro,Salvador,BA
10,11,Rua Dez de Novembro,Salvador,BA
10,11,Travessa 10 de Novembro,Salvador,BA
10,11,Travessa Dez de Novembro,Salvador,BA
10,11,Rua Dez de Novembro,São Miguel das Matas,BA
10,11,Rua Dez de Novembro,Valença,BA
10,11,Terceira Travessa Dez de Novembro,Valença,BA
10,11,Travessa Dez de Novembro,Valença,BA
10,11,Rua Dez de Novembro,Fortaleza,CE
10,11,Rua Dez de Novembro,Viçosa do Ceará,CE
10,11,Rua Dez De Novembro,Várzea Alegre,CE
10,11,Rua 10 de Novembro,Baixo Guandu,ES
10,11,Rua 10 de Novembro,Sucupira do Riachão,MA
10,11,Rua Dez de Novembro,Turiaçu,MA
10,11,Rua Dez de Novembro,Bambuí,MG
10,11,Rua Dez de Novembro,Belo Horizonte,MG
10,11,Rua Dez de Novembro,Jequeri,MG
10,11,Rua Dez de Novembro,Natércia,MG
10,11,Rua Dez de Novembro,Nova Lima,MG
10,11,Rua Dez de Novembro,Olímpio Noronha,MG
10,11,Rua Dez de Novembro,Prata,MG
10,11,R. Dez de Novembro,Afuá,PA
10,11,Travessa Dez de Novembro,Altamira,PA
10,11,Rua Dez de Novembro,Benevides,PA
10,11,Rua Dez de Novembro,São Félix do Xingu,PA
10,11,Rua Dez de Novembro,Cabo de Santo Agostinho,PE
10,11,Rua Dez de Novembro,Jaboatão dos Guararapes,PE
10,11,Travessa Dez de Novembro,Jaboatão dos Guararapes,PE
10,11,Rua Dez de Novembro,Moreno,PE
10,11,Avenida Dez de Novembro,Olinda,PE
10,11,Rua Dez de Novembro,Recife,PE
10,11,1ª Travessa Dez de Novembro,São Lourenço da Mata,PE
10,11,2ª Travessa Dez de Novembro,São Lourenço da Mata,PE
10,11,3ª Travessa Dez de Novembro,São Lourenço da Mata,PE
10,11,Rua Dez de Novembro,São Lourenço da Mata,PE
10,11,Rua Dez de Novembro,Amarante,PI
10,11,Rua Dez de Novembro,União,PI
10,11,Rua 10 de Novembro,General Carneiro,PR
10,11,Rua Dez de Novembro,Itaipulândia,PR
10,11,Rua Dez de Novembro,Piraquara,PR
10,11,Rua Dez de Novembro,Santo Antônio da Platina,PR
10,11,Rua 10 de Novembro,Tunas do Paraná,PR
10,11,Rua Dez de Novembro,Maricá,RJ
10,11,Praça Dez de Novembro,Niterói,RJ
10,11,Avenida Dez de Novembro,São Gonçalo,RJ
10,11,Rua Dez de Novembro,Bento Gonçalves,RS
10,11,Rua 10 de Novembro,Carazinho,RS
10,11,Rua Dez de Novembro,Carazinho,RS
10,11,Rua Dez de Novembro,Caxias do Sul,RS
10,11,Rua 10 de Novembro,Cotiporã,RS
10,11,Rua 10 de Novembro,Gramado Xavier,RS
10,11,Rua 10 de Novembro,Lajeado do Bugre,RS
10,11,Rua 10 de Novembro,Marques de Souza,RS
10,11,Rua 10 de Novembro,Mato Leitão,RS
10,11,Rua 10 de Novembro,Osório,RS
10,11,Rua 10 de Novembro,Panambi,RS
10,11,Rua Dez de Novembro,Pedro Osório,RS
10,11,Rua 10 de Novembro,Piratini,RS
10,11,Rua 10 de Novembro,Poço das Antas,RS
10,11,Rua 10 de novembro,Santa Rosa,RS
10,11,Rua Dez de Novembro,Santo Ângelo,RS
10,11,Rua 10 de Novembro,São Francisco de Assis,RS
10,11,Rua 10 de Novembro,São José das Missões,RS
10,11,Rua 10 de Novembro,Tapera,RS
10,11,Rua 10 de Novembro,Tramandaí,RS
10,11,Avenida 10 de Novembro,Travesseiro,RS
10,11,Rua Dez de Novembro,Viamão,RS
10,11,Rua Dez de Novembro,Fraiburgo,SC
10,11,Beco 10 de Novembro,Indaial,SC
10,11,Rua 10 de Novembro,Porto União,SC
10,11,Rua 10 de Novembro,Santa Rosa de Lima,SC
10,11,Rua Dez de Novembro,Xaxim,SC
10,11,Rua 10 de Novembro,Siriri,SE
10,11,Travessa 10 de Novembro,Siriri,SE
10,11,Rua 10 de Novembro,Bastos,SP
10,11,Rua Dez de Novembro,Fernão,SP
10,11,Rua Dez de Novembro,Garça,SP
10,11,Rua 10 de Novembro,Marília,SP
10,11,Rua 10 de Novembro,Piracicaba,SP
10,11,Rua Dez de Novembro,Piracicaba,SP
10,11,Rua 10 de Novembro,Pirajuí,SP
10,11,Rua Dez de Novembro,São Paulo,SP
10,11,Rua 10 de Novembro,Águas da Prata,SP
11,11,Praça 11 de Novembro,Boca da Mata,AL
11,11,1ª Travessa Onze de Novembro,Salvador,BA
11,11,1ª Vila 11 de Novembro,Salvador,BA
11,11,3ª Travessa Onze de Novembro,Salvador,BA
11,11,Rua Onze de Novembro,Salvador,BA
11,11,Travessa Onze de Novembro,Salvador,BA
11,11,Avenida 11 de Novembro,Aloândia,GO
11,11,Alameda Onze de Novembro,Aparecida de Goiânia,GO
11,11,Rua 11 de Novembro,Heitoraí,GO
11,11,Rua 11 de Novembro,Piranhas,GO
11,11,Rua Onze de Novembro,Belo Horizonte,MG
11,11,Rua Onze de Novembro,Divinópolis,MG
11,11,Rua Onze de Novembro,Mutum,MG
11,11,Rua Onze de Novembro,Nova Lima,MG
11,11,Rua 11 de Novembro,Ponta Porã,MS
11,11,Alameda Onze de Novembro,Ananindeua,PA
11,11,Tv. Onze de Novembro,Gurupá,PA
11,11,Rua Onze de Novembro,Recife,PE
11,11,Rua Onze de Novembro,Japeri,RJ
11,11,Avenida 11 de Novembro,Mangaratiba,RJ
11,11,Rua 11 de Novembro,Ceará-Mirim,RN
11,11,Rua 11 de Novembro,Salto do Jacuí,RS
11,11,Rua Onze de Novembro,Herval d'Oeste,SC
11,11,Rua 11 de Novembro,Indaial,SC
11,11,Rua Onze de Novembro,Joinville,SC
11,11,Rua 11 de Novembro,Massaranduba,SC
11,11,Rua 11 de Novembro,Santo André,SP
11,11,Rua Onze de Novembro,Vargem Grande do Sul,SP
12,11,Travessa 12 de Novembro,Manaus,AM
12,11,Rua Doze de Novembro,Alcobaça,BA
12,11,Avenida Doze de Novembro,Guaraciaba do Norte,CE
12,11,Avenida 12 de Novembro,Mairipotaba,GO
12,11,Passagem Doze de Novembro,Belém,PA
12,11,Rua 12 de novembro,Paraty,RJ
12,11,Rua Doze de Novembro,São Gonçalo,RJ
12,11,Rua Doze de Novembro,Esteio,RS
12,11,Rua Doze de Novembro,Porto Alegre,RS
12,11,Rua 12 de novembro,Teutônia,RS
12,11,Linha 12 de Novembro,Campo Erê,SC
12,11,Rua Doze de Novembro,Americana,SP
13,11,Rua Treze de Novembro,Maceió,AL
13,11,Avenida Treze de Novembro,Apuí,AM
13,11,Rua Treze de Novembro,Apuí,AM
13,11,Rua 13 de Novembro,Feira de Santana,BA
13,11,Beco 13 de Novembro,Serra,ES
13,11,Travessa 13 de Novembro,Vitória,ES
13,11,Rua Treze de Novembro,Campo Grande,MS
13,11,Rua Treze de Novembro,Assis Chateaubriand,PR
13,11,Rua Treze de Novembro,Cabo Frio,RJ
13,11,Rua Treze de Novembro,Volta Redonda,RJ
13,11,Rua 13 de Novembro,Gaspar,SC
13,11,Rua 13 de Novembro,Tijucas,SC
13,11,Rua Treze de Novembro,Osasco,SP
13,11,Rua Treze de Novembro,Araguaína,TO
14,11,Rua 14 de Novembro,Salvador,BA
14,11,Rua Quatorze de Novembro,Salvador,BA
14,11,Rua Quatorze de Novembro,Fortaleza,CE
14,11,Rua Quatorze de Novembro,Aparecida de Goiânia,GO
14,11,RUA DA PRAÃ‡A 14 DE NOVEMBRO,Araçu,GO
14,11,Rua 14 de Novembro,Damolândia,GO
14,11,Rua 14 de Novembro,Davinópolis,GO
14,11,Avenida 14 de Novembro,Iaciara,GO
14,11,Avenida 14 de Novembro,Mambaí,GO
14,11,Avenida 14 De Novembro,Nova América,GO
14,11,Rua 14 de Novembro,Turvânia,GO
14,11,Rua 14 de Novembro,Barcarena,PA
14,11,Travessa Quatorze de Novembro,Capanema,PA
14,11,Rua Quatorze de Novembro,Caruaru,PE
14,11,Rua Quatorze de Novembro,Recife,PE
14,11,Rua Quatorze de Novembro,Cascavel,PR
14,11,Rua Quatorze de Novembro,Contenda,PR
14,11,Avenida Quatorze de Novembro,Florestópolis,PR
14,11,Rua 14 de novembro,Guaraniaçu,PR
14,11,Rua Quatorze de Novembro,Guaíra,PR
14,11,Rua 14 de Novembro,Santo Antônio do Sudoeste,PR
14,11,Travessa Quatorze de Novembro,Três Rios,RJ
14,11,Rua Quatorze de Novembro,Porto Alegre,RS
14,11,Rua 14 de Novembro,São Joaquim,SC
14,11,Rua Quatorze de Novembro,Campinas,SP
14,11,Rua 14 de Novembro,Chavantes,SP
14,11,Rua Quatorze de Novembro,Embu das Artes,SP
14,11,Rua Quatorze de Novembro,Santana de Parnaíba,SP
14,11,Rua Quatorze de Novembro,Taboão da Serra,SP
14,11,Rua 14 de Novembro,Xambioá,TO
15,11,Avenida Quinze de Novembro,Cruzeiro do Sul,AC
15,11,Rua 15 de Novembro,Rio Branco,AC
15,11,Rua Quinze de Novembro,Rio Branco,AC
15,11,Rua Quinze de Novembro,Arapiraca,AL
15,11,Rua 15 de Novembro,Barra de São Miguel,AL
15,11,Rua 15 de Novembro,Coité do Nóia,AL
15,11,Rua 15 de Novembro,Colônia Leopoldina,AL
15,11,Rua 15 de Novembro,Coqueiro Seco,AL
15,11,Rua Quinze de Novembro,Maceió,AL
15,11,Rua 15 de Novembro,Olho d'Água das Flores,AL
15,11,Rua Quinze de Novembro,Palmeira dos Índios,AL
15,11,Rua 15 de Novembro,Penedo,AL
15,11,Avenida Quinze de Novembro,Quebrangulo,AL
15,11,Rua 15 de Novembro,São José da Laje,AL
15,11,Rua 15 de Novembro,Água Branca,AL
15,11,Rua 15 de Novembro,Benjamin Constant,AM
15,11,Rua Quinze de Novembro,Benjamin Constant,AM
15,11,Rua Quinze de Novembro,Coari,AM
15,11,Rua Quinze de Novembro,Humaitá,AM
15,11,Avenida 15 de Novembro,Itacoatiara,AM
15,11,Beco Quinze de Novembro,Manaus,AM
15,11,Rua 15 de Novembro,Manaus,AM
15,11,Quinze de Novembro,Nova Olinda do Norte,AM
15,11,Rua 15 de Novembro,Rio Preto da Eva,AM
15,11,Quinze de Novembro,Tabatinga,AM
15,11,Rua Quinze de Novembro,Tabatinga,AM
15,11,Avenida Quinze de Novembro,Macapá,AP
15,11,Avenida 15 de Novembro,Santana,AP
15,11,Avenida Quinze de Novembro,Santana,AP
15,11,Beco 15 de Novembro,Santana,AP
15,11,Rua Quinze de Novembro,Alagoinhas,BA
15,11,Travessa Quinze de Novembro,Alagoinhas,BA
15,11,Rua Quinze de Novembro,Alcobaça,BA
15,11,Travessa Quinze de Novembro,Alcobaça,BA
15,11,Rua 15 de Novembro,Amargosa,BA
15,11,Rua Quinze de Novembro,Amargosa,BA
15,11,Rua 15 de Novembro,Arataca,BA
15,11,Rua 15 de Novembro,Barreiras,BA
15,11,Travessa 15 de Novembro,Barreiras,BA
15,11,Rua Quinze de Novembro,Belmonte,BA
15,11,Travessa 15 de Novembro,Belmonte,BA
15,11,Travessa Quinze de Novembro,Belmonte,BA
15,11,Rua Quinze de Novembro,Boninal,BA
15,11,Rua 15 de Novembro,Cachoeira,BA
15,11,Rua 15 de Novembro,Caetité,BA
15,11,Travessa 15 de Novembro,Caetité,BA
15,11,Rua Quinze de Novembro,Cafarnaum,BA
15,11,Travessa 15 de Novembro,Camacan,BA
15,11,Rua Quinze de Novembro,Campo Alegre de Lourdes,BA
15,11,Praça 15 de Novembro,Canavieiras,BA
15,11,Rua Quinze de Novembro,Candeias,BA
15,11,Travessa Quinze de Novembro,Candeias,BA
15,11,Rua Quinze de Novembro,Cansanção,BA
15,11,Rua 15 de Novembro,Capim Grosso,BA
15,11,Rua 15 de Novembro,Caraíbas,BA
15,11,Rua 15 de Novembro,Catu,BA
15,11,Rua Quinze de Novembro,Central,BA
15,11,Travessa Quinze de Novembro,Central,BA
15,11,Rua Quinze de Novembro,Cocos,BA
15,11,Rua 15 de novembro,Conde,BA
15,11,RUA QUINZE DE NOVEMBRO,Cordeiros,BA
15,11,Rua 15 de Novembro,Cruz das Almas,BA
15,11,Rua 15 de Novembro,Feira de Santana,BA
15,11,Travessa Quinze de Novembro,Guanambi,BA
15,11,Rua 15 de Novembro,Igaporã,BA
15,11,Rua 15 de Novembro,Irecê,BA
15,11,Rua Quinze de Novembro,Itabuna,BA
15,11,Rua Quinze de Novembro,Itanhém,BA
15,11,Rua 15 de novembro,Itapetinga,BA
15,11,Rua 15 de Novembro,Itororó,BA
15,11,Rua 15 de Novembro,Jacaraci,BA
15,11,1ª Travessa 15 de Novembro,Jequié,BA
15,11,Rua 15 de Novembro,Jequié,BA
15,11,Rua Quinze de Novembro,Juazeiro,BA
15,11,Rua 15 de Novembro,Jussiape,BA
15,11,Rua 15 de Novembro,Lagoa Real,BA
15,11,R. Quinze de Novembro,Luís Eduardo Magalhães,BA
15,11,Rua 15 de Novembro,Macaúbas,BA
15,11,Rua Quinze de Novembro,Malhada de Pedras,BA
15,11,Rua 15 de Novembro,Manoel Vitorino,BA
15,11,Rua Quinze de Novembro,Matina,BA
15,11,Travessa 15 de Novembro,Miguel Calmon,BA
15,11,Praça 15 de Novembro,Mucugê,BA
15,11,Rua 15 de Novembro,Nova Viçosa,BA
15,11,Rua Quinze de Novembro,Nova Viçosa,BA
15,11,Praça 15 de Novembro,Paratinga,BA
15,11,Rua 15 de Novembro,Paulo Afonso,BA
15,11,Rua 15 de Novembro,Pindobaçu,BA
15,11,Travessa 15 de Novembro,Pindobaçu,BA
15,11,Avenida 15 de Novembro,Planalto,BA
15,11,Rua 15 de Novembro,Porto Seguro,BA
15,11,Rua Quinze de Novembro,Porto Seguro,BA
15,11,Rua 15 de Novembro,Potiraguá,BA
15,11,Avenida Quinze de Novembro,Remanso,BA
15,11,Rua Quinze de Novembro,Riacho de Santana,BA
15,11,Travessa 15 de Novembro,Riacho de Santana,BA
15,11,Rua Quinze de Novembro,Riachão das Neves,BA
15,11,Rua Quinze de Novembro,Rio de Contas,BA
15,11,Rua Quinze de Novembro,Ruy Barbosa,BA
15,11,1ª Avenida 15 de Novembro,Salvador,BA
15,11,1ª Travessa 15 de Novembro,Salvador,BA
15,11,2ª Avenida 15 de Novembro,Salvador,BA
15,11,2ª Travessa 15 de Novembro,Salvador,BA
15,11,3ª Travessa 15 de Novembro,Salvador,BA
15,11,4ª Travessa 15 de Novembro,Salvador,BA
15,11,Avenida 15 de Novembro,Salvador,BA
15,11,Rua 15 de Novembro,Salvador,BA
15,11,Rua Quinze de Novembro,Salvador,BA
15,11,Travessa 15 de Novembro,Salvador,BA
15,11,Travessa Quinze de Novembro,Salvador,BA
15,11,Vila 15 de Novembro,Salvador,BA
15,11,Rua 15 de Novembro,Santanópolis,BA
15,11,Rua Quinze de Novembro,Sapeaçu,BA
15,11,Travessa Quinze de Novembro,Sapeaçu,BA
15,11,Rua 15 de Novembro,Seabra,BA
